Unnamed: 0,Place,Relation Type,Context,Date,Sentence,Sentence_Text,Sentence_Text_Cleaned,Place_Text,Date_Text,slug,Notes,Place_Info,sentence_doc
264,['MASK_5'],residence,"['born', 'on', 'grew', 'in', 'suburb', 'of']",[],[4],"


== Early life ==
[PERSON]Marchand[MASK_1] was born in [GPE]Buffalo[MASK_3], New York, on [DATE]June 19, 1928[MASK_4], and grew up in the adjacent suburb of [GPE]Amherst[MASK_5], New York.
","


== Early life ==
Marchand was born in Buffalo, New York, on June 19, 1928, and grew up in the adjacent suburb of Amherst, New York.
",['Amherst'],[],Nancy_Marchand,,"[{'place_name': 'Amherst', 'input_name': 'Amherst', 'lat': '42.36723', 'lng': '-72.51852', 'gn_description': 'populated place'}]","


== Early life ==
[PERSON]Marchand[MASK_1] was born in [GPE]Buffalo[MASK_3], New York, on [DATE]June 19, 1928[MASK_4], and grew up in the adjacent suburb of [GPE]Amherst[MASK_5], New York.
"
265,"['MASK_6', 'MASK_7']",education,['attended'],[],[5],"[PERSON]She[MASK_1] attended [LOC]Amherst High School[MASK_6], and studied acting at [LOC]the Studio Theatre School[MASK_7] in Buffalo, taking two buses to make the trip.
","She attended Amherst High School, and studied acting at the Studio Theatre School in Buffalo, taking two buses to make the trip.
","['Amherst High School', 'the Studio Theatre School']",[],Nancy_Marchand,,"[{'place_name': 'Amherst High School', 'input_name': 'Amherst High School', 'lat': '37.57012', 'lng': '-79.05838', 'gn_description': 'school'}, {'place_name': 'the Studio Theatre School', 'input_name': 'Studio Theatre School', 'lat': '42.886389', 'lng': '-78.878056', 'gn_description': 'school'}]","[PERSON]She[MASK_1] attended [LOC]Amherst High School[MASK_6], and studied acting at [LOC]the Studio Theatre School[MASK_7] in Buffalo, taking two buses to make the trip.
"
266,['MASK_8'],education,"['graduated', 'from', 'Institute', 'of']",['MASK_9'],[6],"[PERSON]She[MASK_1] graduated from [LOC]the Carnegie Institute of Technology[MASK_8] in [DATE]1949[MASK_9].
","She graduated from the Carnegie Institute of Technology in 1949.
",['the Carnegie Institute of Technology'],['1949'],Nancy_Marchand,,"[{'place_name': 'the Carnegie Institute of Technology', 'input_name': 'Carnegie Institute of Technology', 'lat': '40.44118', 'lng': '-79.94283', 'gn_description': 'university'}]","[PERSON]She[MASK_1] graduated from [LOC]the Carnegie Institute of Technology[MASK_8] in [DATE]1949[MASK_9].
"
267,['MASK_10'],education,"['studied', 'theater', 'at']",[],[7],"[PERSON]She[MASK_1] studied theater at [LOC]the Herbert Berghof Studio[MASK_10] in New York City.
","She studied theater at the Herbert Berghof Studio in New York City.
",['the Herbert Berghof Studio'],[],Nancy_Marchand,,"[{'place_name': 'the Herbert Berghof Studio', 'input_name': 'Herbert Berghof Studio', 'lat': '40.736222', 'lng': '-74.007556', 'gn_description': 'building(s)'}]","[PERSON]She[MASK_1] studied theater at [LOC]the Herbert Berghof Studio[MASK_10] in New York City.
"
268,['MASK_12'],job,"['=', 'made', 'appearance', 'in']",['MASK_11'],[8],"


== Career ==
[PERSON]Marchand[MASK_1] made her first professional stage appearance in [DATE]1946[MASK_11] in [LOC]The Late George Apley[MASK_12] in Ogunquit, Maine.
","


== Career ==
Marchand made her first professional stage appearance in 1946 in The Late George Apley in Ogunquit, Maine.
",['The Late George Apley'],['1946'],Nancy_Marchand,,"[{'place_name': 'The Late George Apley', 'input_name': 'The Late George Apley', 'lat': '43.248889', 'lng': '-70.599167', 'gn_description': 'theatre'}]","


== Career ==
[PERSON]Marchand[MASK_1] made her first professional stage appearance in [DATE]1946[MASK_11] in [LOC]The Late George Apley[MASK_12] in Ogunquit, Maine.
"
269,['MASK_13'],job,"['made', 'debut']",['MASK_14'],[10],"[PERSON]She[MASK_1] made her [LOC]Broadway[MASK_13] debut in The Taming of the Shrew in [DATE]1951[MASK_14].
","She made her Broadway debut in The Taming of the Shrew in 1951.
",['Broadway'],['1951'],Nancy_Marchand,,"[{'place_name': 'Broadway', 'input_name': 'Broadway', 'lat': '52.21778', 'lng': '-6.40333', 'gn_description': 'populated place'}]","[PERSON]She[MASK_1] made her [LOC]Broadway[MASK_13] debut in The Taming of the Shrew in [DATE]1951[MASK_14].
"
270,['MASK_16'],death_place,"['died', 'in']",['MASK_15'],[24],"[PERSON]She[MASK_1] died on [DATE]June 18, 2000[MASK_15], a day before her 72nd birthday, in [GPE]Stratford[MASK_16], Connecticut.
","She died on June 18, 2000, a day before her 72nd birthday, in Stratford, Connecticut.
",['Stratford'],"['June 18, 2000']",Nancy_Marchand,,"[{'place_name': 'Stratford', 'input_name': 'Stratford, Ontario', 'lat': 43.366666666667, 'lng': -80.966666666667, 'gn_description': 'populated place'}]","[PERSON]She[MASK_1] died on [DATE]June 18, 2000[MASK_15], a day before her 72nd birthday, in [GPE]Stratford[MASK_16], Connecticut.
"
271,['MASK_2'],job,"['Chinese', 'was', 'pharmacologist']",[],[1],"[PERSON]Zhang Zhongjing[MASK_1] (Chinese: 張仲景; 150–219), formal name Zhang Ji (張機), was a [GPE]Chinese[MASK_2] pharmacologist, physician, inventor, and writer of the Eastern Han dynasty and one of the most eminent Chinese physicians during the later years of the Han dynasty.
","Zhang Zhongjing (Chinese: 張仲景; 150–219), formal name Zhang Ji (張機), was a Chinese pharmacologist, physician, inventor, and writer of the Eastern Han dynasty and one of the most eminent Chinese physicians during the later years of the Han dynasty.
",['Chinese'],[],Zhang_Zhongjing,,"[{'place_name': 'Chinese', 'input_name': 'China', 'lat': '35', 'lng': '105', 'gn_description': 'independent political entity'}]","[PERSON]Zhang Zhongjing[MASK_1] (Chinese: 張仲景; 150–219), formal name Zhang Ji (張機), was a [GPE]Chinese[MASK_2] pharmacologist, physician, inventor, and writer of the Eastern Han dynasty and one of the most eminent Chinese physicians during the later years of the Han dynasty.
"
272,['MASK_3'],birth_place,"['born', 'in']",[],[5],"According to later sources, [PERSON]he[MASK_1] was born in [GPE]Nanyang[MASK_3], held an official position in [GPE]Changsha[MASK_4] and lived from approximately 150 to 219 AD.
","According to later sources, he was born in Nanyang, held an official position in Changsha and lived from approximately 150 to 219 AD.
",['Nanyang'],[],Zhang_Zhongjing,,"[{'place_name': 'Nanyang', 'input_name': 'Nanyang, Henan', 'lat': 32.99871, 'lng': 112.52921, 'gn_description': 'seat of a second-order administrative division'}]","According to later sources, [PERSON]he[MASK_1] was born in [GPE]Nanyang[MASK_3], held an official position in [GPE]Changsha[MASK_4] and lived from approximately 150 to 219 AD.
"
273,['MASK_4'],political_office,"['born', 'held', 'in']",[],[5],"According to later sources, [PERSON]he[MASK_1] was born in [GPE]Nanyang[MASK_3], held an official position in [GPE]Changsha[MASK_4] and lived from approximately 150 to 219 AD.
","According to later sources, he was born in Nanyang, held an official position in Changsha and lived from approximately 150 to 219 AD.
",['Changsha'],[],Zhang_Zhongjing,,"[{'place_name': 'Changsha', 'input_name': 'Changsha', 'lat': 28.19874, 'lng': 112.97087, 'gn_description': 'seat of a first-order administrative division'}]","According to later sources, [PERSON]he[MASK_1] was born in [GPE]Nanyang[MASK_3], held an official position in [GPE]Changsha[MASK_4] and lived from approximately 150 to 219 AD.
"
274,['MASK_2'],job,"['contribution', 'to', 'medicine']",[],[12],"Because of [PERSON]Zhang[MASK_1]'s contribution to traditional [GPE]Chinese[MASK_2] medicine, he is often regarded as the sage of Chinese medicine.
","Because of Zhang's contribution to traditional Chinese medicine, he is often regarded as the sage of Chinese medicine.
",['Chinese'],[],Zhang_Zhongjing,,"[{'place_name': 'Chinese', 'input_name': 'China', 'lat': '35', 'lng': '105', 'gn_description': 'independent political entity'}]","Because of [PERSON]Zhang[MASK_1]'s contribution to traditional [GPE]Chinese[MASK_2] medicine, he is often regarded as the sage of Chinese medicine.
"
275,['MASK_2'],residence,"['died', 'was']",[],[1],"[PERSON]Erigyius[MASK_1] (in Greek Ἐριγυιoς; died 328 BC), a [GPE]Mytilenaean[MASK_2], son of Larichus, was an officer in Alexander the Great's army.
","Erigyius (in Greek Ἐριγυιoς; died 328 BC), a Mytilenaean, son of Larichus, was an officer in Alexander the Great's army.
",['Mytilenaean'],[],Erigyius,,"[{'place_name': 'Mytilenaean', 'input_name': 'Mytilene', 'lat': 39.1047, 'lng': 26.5536, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]Erigyius[MASK_1] (in Greek Ἐριγυιoς; died 328 BC), a [GPE]Mytilenaean[MASK_2], son of Larichus, was an officer in Alexander the Great's army.
"
276,"['MASK_3', 'MASK_6']",military_action,"['At', 'battle', 'of', 'commanded']","['MASK_4', 'MASK_5']",[3],"At the battle of [GPE]Gaugamela[MASK_3], [DATE]331 BC[MASK_4], [PERSON]he[MASK_1] commanded the cavalry of the allies, as he did also when Alexander set out in [DATE]330 BC[MASK_5] from [GPE]Ecbatana[MASK_6] in pursuit of Darius III.
","At the battle of Gaugamela, 331 BC, he commanded the cavalry of the allies, as he did also when Alexander set out in 330 BC from Ecbatana in pursuit of Darius III.
","['Gaugamela', 'Ecbatana']","['331 BC', '330 BC']",Erigyius,,"[{'place_name': 'Gaugamela', 'input_name': 'Gaugamela', 'lat': '36.6247222', 'lng': '43.4377778', 'gn_description': 'historical site'}, {'place_name': 'Ecbatana', 'input_name': 'Hamadan', 'lat': 34.8, 'lng': 48.516666666667, 'gn_description': 'seat of a first-order administrative division'}]","At the battle of [GPE]Gaugamela[MASK_3], [DATE]331 BC[MASK_4], [PERSON]he[MASK_1] commanded the cavalry of the allies, as he did also when Alexander set out in [DATE]330 BC[MASK_5] from [GPE]Ecbatana[MASK_6] in pursuit of Darius III.
"
277,['MASK_7'],military_action,['entrusted'],[],[4],"the same year [PERSON]Erigyius[MASK_1] was entrusted with the command of one of the three divisions with which Alexander invaded [GPE]Hyrcania[MASK_7].
","the same year Erigyius was entrusted with the command of one of the three divisions with which Alexander invaded Hyrcania.
",['Hyrcania'],[],Erigyius,,"[{'place_name': 'Hyrcania', 'input_name': 'Hyrcania', 'lat': '37', 'lng': '54.5', 'gn_description': 'region'}]","the same year [PERSON]Erigyius[MASK_1] was entrusted with the command of one of the three divisions with which Alexander invaded [GPE]Hyrcania[MASK_7].
"
278,['MASK_9'],military_action,"['endeavoured', 'dissuade', 'from', 'crossing', 'river']",['MASK_8'],[7],"In [DATE]329 BC[MASK_8], together with Craterus and Hephaestion, and with the assistance of Aristander, a soothsayer, [PERSON]he[MASK_1] endeavoured to dissuade Alexander from crossing the [LOC]Jaxartes[MASK_9] river against the Scythians.
","In 329 BC, together with Craterus and Hephaestion, and with the assistance of Aristander, a soothsayer, he endeavoured to dissuade Alexander from crossing the Jaxartes river against the Scythians.
",['Jaxartes'],['329 BC'],Erigyius,,"[{'place_name': 'Jaxartes', 'input_name': 'Jaxartes', 'lat': '46.08871', 'lng': '60.95421', 'gn_description': 'stream'}]","In [DATE]329 BC[MASK_8], together with Craterus and Hephaestion, and with the assistance of Aristander, a soothsayer, [PERSON]he[MASK_1] endeavoured to dissuade Alexander from crossing the [LOC]Jaxartes[MASK_9] river against the Scythians.
"
279,['MASK_2'],job,"['was', 'astronomer']",[],[1],"[PERSON]Jacques Cassini[MASK_1] (18 February 1677 – 16 April 1756) was a [GPE]French[MASK_2] astronomer, son of the famous Italian astronomer Giovanni Domenico Cassini[MASK_1].
","Jacques Cassini (18 February 1677 – 16 April 1756) was a French astronomer, son of the famous Italian astronomer Giovanni Domenico Cassini.
",['French'],[],Jacques_Cassini,,"[{'place_name': 'French', 'input_name': 'France', 'lat': 46, 'lng': '2', 'gn_description': 'independent political entity'}]","[PERSON]Jacques Cassini[MASK_1] (18 February 1677 – 16 April 1756) was a [GPE]French[MASK_2] astronomer, son of the famous Italian astronomer Giovanni Domenico Cassini[MASK_1].
"
280,['MASK_3'],birth_place,['born'],[],[4],"[PERSON]Cassini[MASK_1] was born at [LOC]the Paris Observatory[MASK_3].
","Cassini was born at the Paris Observatory.
",['the Paris Observatory'],[],Jacques_Cassini,,"[{'place_name': 'the Paris Observatory', 'input_name': 'Paris Observatory', 'lat': '48.83639', 'lng': '2.33657', 'gn_description': 'observatory'}]","[PERSON]Cassini[MASK_1] was born at [LOC]the Paris Observatory[MASK_3].
"
281,['MASK_4'],job,"['admitted', 'to']",[],[5],"[PERSON]He[MASK_1] was first admitted to [LOC]Collège Mazarin[MASK_4] after brief studies at his home observatory under his father.
","He was first admitted to Collège Mazarin after brief studies at his home observatory under his father.
",['Collège Mazarin'],[],Jacques_Cassini,,"[{'place_name': 'Collège Mazarin', 'input_name': 'Collège Mazarin', 'lat': '48.85734', 'lng': '2.33691', 'gn_description': 'research institute'}]","[PERSON]He[MASK_1] was first admitted to [LOC]Collège Mazarin[MASK_4] after brief studies at his home observatory under his father.
"
282,['MASK_6'],education,"['admitted', 'elected', 'in', 'fellow', 'of', 'Society', 'of']",['MASK_5'],[6],"Later, he was admitted at the age of seventeen to membership of the French Academy of Sciences, [PERSON]he[MASK_1] was elected in [DATE]1696[MASK_5] a fellow of [LOC]the Royal Society of London[MASK_6], and became maître des comptes in 1706.
","Later, he was admitted at the age of seventeen to membership of the French Academy of Sciences, he was elected in 1696 a fellow of the Royal Society of London, and became maître des comptes in 1706.
",['the Royal Society of London'],['1696'],Jacques_Cassini,,"[{'place_name': 'the Royal Society of London', 'input_name': 'Royal Society of London', 'lat': '51.50596', 'lng': '-0.13227', 'gn_description': 'library'}]","Later, he was admitted at the age of seventeen to membership of the French Academy of Sciences, [PERSON]he[MASK_1] was elected in [DATE]1696[MASK_5] a fellow of [LOC]the Royal Society of London[MASK_6], and became maître des comptes in 1706.
"
283,['MASK_7'],job,"['in', 'acquainted']",[],[7],"While in [GPE]England[MASK_7], [PERSON]he[MASK_1] was acquainted with other famous astronomers such as Newton and Halley.
","While in England, he was acquainted with other famous astronomers such as Newton and Halley.
",['England'],[],Jacques_Cassini,,"[{'place_name': 'England', 'input_name': 'England', 'lat': '44', 'lng': '-71', 'gn_description': 'first-order administrative division'}]","While in [GPE]England[MASK_7], [PERSON]he[MASK_1] was acquainted with other famous astronomers such as Newton and Halley.
"
284,"['MASK_9', 'MASK_10']",job,"['extended', 'measuring', 'from']",['MASK_8'],[8],"Having succeeded to his father's position at the observatory in 1712, in [DATE]1713[MASK_8] [PERSON]he[MASK_1] extended the Paris meridian, measuring the arc of the meridian from [GPE]Dunkirk[MASK_9] to [GPE]Perpignan[MASK_10], and published the results in a volume entitled Traité de la grandeur et de la figure de la terre (1720).
","Having succeeded to his father's position at the observatory in 1712, in 1713 he extended the Paris meridian, measuring the arc of the meridian from Dunkirk to Perpignan, and published the results in a volume entitled Traité de la grandeur et de la figure de la terre (1720).
","['Dunkirk', 'Perpignan']",['1713'],Jacques_Cassini,,"[{'place_name': 'Dunkirk', 'input_name': 'Dunkirk', 'lat': 51.037777777778, 'lng': 2.3763888888889, 'gn_description': 'populated place'}, {'place_name': 'Perpignan', 'input_name': 'Perpignan', 'lat': 42.6975, 'lng': 2.8947222222222, 'gn_description': 'seat of a second-order administrative division'}]","Having succeeded to his father's position at the observatory in 1712, in [DATE]1713[MASK_8] [PERSON]he[MASK_1] extended the Paris meridian, measuring the arc of the meridian from [GPE]Dunkirk[MASK_9] to [GPE]Perpignan[MASK_10], and published the results in a volume entitled Traité de la grandeur et de la figure de la terre (1720).
"
285,['MASK_2'],job,"['took', 'create', 'map']",[],[17],"For his last few years [PERSON]he[MASK_1] took up cartography, working with his son, Cassini de Thury or Cassini III, to create a new [GPE]French[MASK_2] map.
","For his last few years he took up cartography, working with his son, Cassini de Thury or Cassini III, to create a new French map.
",['French'],[],Jacques_Cassini,,"[{'place_name': 'French', 'input_name': 'France', 'lat': 46, 'lng': '2', 'gn_description': 'independent political entity'}]","For his last few years [PERSON]he[MASK_1] took up cartography, working with his son, Cassini de Thury or Cassini III, to create a new [GPE]French[MASK_2] map.
"
286,['MASK_2'],job,"['known', 'as', 'was', 'be', 'map', 'of']",[],[18],"This map was known as the Carte de [PERSON]Cassini[MASK_1], and was to be a very accurate map of [GPE]France[MASK_2].
","This map was known as the Carte de Cassini, and was to be a very accurate map of France.
",['France'],[],Jacques_Cassini,weak?,"[{'place_name': 'France', 'input_name': 'France', 'lat': 46, 'lng': '2', 'gn_description': 'independent political entity'}]","This map was known as the Carte de [PERSON]Cassini[MASK_1], and was to be a very accurate map of [GPE]France[MASK_2].
"
287,['MASK_11'],death_place,"['died', 'at']",[],[27],"[PERSON]He[MASK_1] died at [GPE]Thury[MASK_11], near Clermont, France.
","He died at Thury, near Clermont, France.
",['Thury'],[],Jacques_Cassini,,"[{'place_name': 'Thury', 'input_name': 'Thury, Yonne', 'lat': '47.58631', 'lng': '3.295', 'gn_description': 'populated place'}]","[PERSON]He[MASK_1] died at [GPE]Thury[MASK_11], near Clermont, France.
"
288,['MASK_2'],political_office,"['was', 'Voivode', 'of', 'times']","['MASK_3', 'MASK_4']",[1],"[PERSON]Vlad III[MASK_1], commonly known as Vlad the Impaler (Romanian: Vlad Țepeș [ˈvlad ˈtsepeʃ]) or Vlad Dracula (; Romanian: Vlad Drăculea [ˈdrəkule̯a]; 1428/31 – 1476/77), was Voivode of [GPE]Wallachia[MASK_2] three times between [DATE]1448[MASK_3] and his death in [DATE]1476/77[MASK_4].
","Vlad III, commonly known as Vlad the Impaler (Romanian: Vlad Țepeș [ˈvlad ˈtsepeʃ]) or Vlad Dracula (; Romanian: Vlad Drăculea [ˈdrəkule̯a]; 1428/31 – 1476/77), was Voivode of Wallachia three times between 1448 and his death in 1476/77.
",['Wallachia'],"['1448', '77']",Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","[PERSON]Vlad III[MASK_1], commonly known as Vlad the Impaler (Romanian: Vlad Țepeș [ˈvlad ˈtsepeʃ]) or Vlad Dracula (; Romanian: Vlad Drăculea [ˈdrəkule̯a]; 1428/31 – 1476/77), was Voivode of [GPE]Wallachia[MASK_2] three times between [DATE]1448[MASK_3] and his death in [DATE]1476/77[MASK_4].
"
289,"['MASK_2', 'MASK_5']",other,"['considered', 'one', 'of', 'rulers', 'in', 'history']",[],[2],"[PERSON]He[MASK_1] is often considered one of the most important rulers in [GPE]Wallachian[MASK_2] history and a national hero of [GPE]Romania[MASK_5].
","He is often considered one of the most important rulers in Wallachian history and a national hero of Romania.
","['Wallachian', 'Romania']",[],Vlad_the_Impaler,,"[{'place_name': 'Wallachian', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}, {'place_name': 'Romania', 'input_name': 'Romania', 'lat': '46', 'lng': '25', 'gn_description': 'independent political entity'}]","[PERSON]He[MASK_1] is often considered one of the most important rulers in [GPE]Wallachian[MASK_2] history and a national hero of [GPE]Romania[MASK_5].
"
290,['MASK_6'],political_action,['held'],['MASK_7'],[4],"[PERSON]Vlad[MASK_1] and his younger brother, Radu, were held as hostages in [GPE]the Ottoman Empire[MASK_6] in [DATE]1442[MASK_7] to secure their father's loyalty.
","Vlad and his younger brother, Radu, were held as hostages in the Ottoman Empire in 1442 to secure their father's loyalty.
",['the Ottoman Empire'],['1442'],Vlad_the_Impaler,,"[{'place_name': 'the Ottoman Empire', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","[PERSON]Vlad[MASK_1] and his younger brother, Radu, were held as hostages in [GPE]the Ottoman Empire[MASK_6] in [DATE]1442[MASK_7] to secure their father's loyalty.
"
291,"['MASK_2', 'MASK_6']",military_action,"['broke', 'into', 'returned', 'sought']",['MASK_8'],[8],"[PERSON]Vlad[MASK_1] broke into [GPE]Wallachia[MASK_2] with [GPE]Ottoman[MASK_6] support in [DATE]October[MASK_8], but Vladislav returned, and [PERSON]Vlad[MASK_1] sought refuge in [GPE]the Ottoman Empire[MASK_6] before the end of the year.
","Vlad broke into Wallachia with Ottoman support in October, but Vladislav returned, and Vlad sought refuge in the Ottoman Empire before the end of the year.
","['Wallachia', 'Ottoman']",['October'],Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}, {'place_name': 'Ottoman', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","[PERSON]Vlad[MASK_1] broke into [GPE]Wallachia[MASK_2] with [GPE]Ottoman[MASK_6] support in [DATE]October[MASK_8], but Vladislav returned, and [PERSON]Vlad[MASK_1] sought refuge in [GPE]the Ottoman Empire[MASK_6] before the end of the year.
"
292,['MASK_6'],travel,['sought'],[],[8],"[PERSON]Vlad[MASK_1] broke into [GPE]Wallachia[MASK_2] with [GPE]Ottoman[MASK_6] support in [DATE]October[MASK_8], but Vladislav returned, and [PERSON]Vlad[MASK_1] sought refuge in [GPE]the Ottoman Empire[MASK_6] before the end of the year.
","Vlad broke into Wallachia with Ottoman support in October, but Vladislav returned, and Vlad sought refuge in the Ottoman Empire before the end of the year.
",['Ottoman'],[],Vlad_the_Impaler,,"[{'place_name': 'Ottoman', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","[PERSON]Vlad[MASK_1] broke into [GPE]Wallachia[MASK_2] with [GPE]Ottoman[MASK_6] support in [DATE]October[MASK_8], but Vladislav returned, and [PERSON]Vlad[MASK_1] sought refuge in [GPE]the Ottoman Empire[MASK_6] before the end of the year.
"
293,"['MASK_9', 'MASK_12']",travel,"['went', 'to']","['MASK_10', 'MASK_11']",[9],"[PERSON]Vlad[MASK_1] went to [GPE]Moldavia[MASK_9] in [DATE]1449[MASK_10] or [DATE]1450[MASK_11] and later to [GPE]Hungary[MASK_12].
","Vlad went to Moldavia in 1449 or 1450 and later to Hungary.
","['Moldavia', 'Hungary']","['1449', '1450']",Vlad_the_Impaler,,"[{'place_name': 'Moldavia', 'input_name': 'Moldova', 'lat': '47.25', 'lng': '28.58333', 'gn_description': 'independent political entity'}, {'place_name': 'Hungary', 'input_name': 'Hungary', 'lat': '47', 'lng': '20', 'gn_description': 'independent political entity'}]","[PERSON]Vlad[MASK_1] went to [GPE]Moldavia[MASK_9] in [DATE]1449[MASK_10] or [DATE]1450[MASK_11] and later to [GPE]Hungary[MASK_12].
"
294,"['MASK_2', 'MASK_12']",military_action,['invaded'],['MASK_13'],[11],"Relations between Hungary and Vladislav later deteriorated, and in [DATE]1456[MASK_13] [PERSON]Vlad[MASK_1] invaded [GPE]Wallachia[MASK_2] with [GPE]Hungarian[MASK_12] support.
","Relations between Hungary and Vladislav later deteriorated, and in 1456 Vlad invaded Wallachia with Hungarian support.
","['Wallachia', 'Hungarian']",['1456'],Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}, {'place_name': 'Hungarian', 'input_name': 'Hungary', 'lat': '47', 'lng': '20', 'gn_description': 'independent political entity'}]","Relations between Hungary and Vladislav later deteriorated, and in [DATE]1456[MASK_13] [PERSON]Vlad[MASK_1] invaded [GPE]Wallachia[MASK_2] with [GPE]Hungarian[MASK_12] support.
"
295,['MASK_2'],political_action,"['began', 'among', 'boyars']",[],[13],"[PERSON]Vlad[MASK_1] began a purge among the [GPE]Wallachian[MASK_2] boyars to strengthen his position.
","Vlad began a purge among the Wallachian boyars to strengthen his position.
",['Wallachian'],[],Vlad_the_Impaler,,"[{'place_name': 'Wallachian', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","[PERSON]Vlad[MASK_1] began a purge among the [GPE]Wallachian[MASK_2] boyars to strengthen his position.
"
296,['MASK_14'],political_action,"['came', 'into', 'conflict', 'with', 'Saxons']",[],[14],"[PERSON]He[MASK_1] came into conflict with the [GPE]Transylvanian[MASK_14] Saxons, who supported his opponents, Dan and Basarab Laiotă (who were Vladislav's brothers), and Vlad's illegitimate half-brother, Vlad Călugărul.
","He came into conflict with the Transylvanian Saxons, who supported his opponents, Dan and Basarab Laiotă (who were Vladislav's brothers), and Vlad's illegitimate half-brother, Vlad Călugărul.
",['Transylvanian'],[],Vlad_the_Impaler,,"[{'place_name': 'Transylvanian', 'input_name': 'Transylvania', 'lat': 46.766666666667, 'lng': 23.583333333333, 'gn_description': 'historical region'}]","[PERSON]He[MASK_1] came into conflict with the [GPE]Transylvanian[MASK_14] Saxons, who supported his opponents, Dan and Basarab Laiotă (who were Vladislav's brothers), and Vlad's illegitimate half-brother, Vlad Călugărul.
"
297,['MASK_2'],political_action,"['plundered', 'taking', 'to']",[],[15],"[PERSON]Vlad[MASK_1] plundered the Saxon villages, taking the captured people to [GPE]Wallachia[MASK_2], where he had them impaled (which inspired his cognomen).
","Vlad plundered the Saxon villages, taking the captured people to Wallachia, where he had them impaled (which inspired his cognomen).
",['Wallachia'],[],Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","[PERSON]Vlad[MASK_1] plundered the Saxon villages, taking the captured people to [GPE]Wallachia[MASK_2], where he had them impaled (which inspired his cognomen).
"
298,['MASK_6'],military_action,"['attacked', 'territory']",['MASK_15'],[19],"In [DATE]February 1462[MASK_15], [PERSON]he[MASK_1] attacked [GPE]Ottoman[MASK_6] territory, massacring tens of thousands of Turks and Muslim Bulgarians.
","In February 1462, he attacked Ottoman territory, massacring tens of thousands of Turks and Muslim Bulgarians.
",['Ottoman'],['February 1462'],Vlad_the_Impaler,,"[{'place_name': 'Ottoman', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","In [DATE]February 1462[MASK_15], [PERSON]he[MASK_1] attacked [GPE]Ottoman[MASK_6] territory, massacring tens of thousands of Turks and Muslim Bulgarians.
"
299,['MASK_2'],military_action,"['against', 'replace']",[],[20],"Mehmed launched a campaign against [GPE]Wallachia[MASK_2] to replace [PERSON]Vlad[MASK_1] with Vlad's younger brother, Radu.
","Mehmed launched a campaign against Wallachia to replace Vlad with Vlad's younger brother, Radu.
",['Wallachia'],[],Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","Mehmed launched a campaign against [GPE]Wallachia[MASK_2] to replace [PERSON]Vlad[MASK_1] with Vlad's younger brother, Radu.
"
300,['MASK_16'],political_action,"['attempted', 'capture', 'at']",['MASK_17'],[21],"[PERSON]Vlad[MASK_1] attempted to capture the sultan at [GPE]Târgoviște[MASK_16] during the night of [DATE]16–17 June 1462[MASK_17].
","Vlad attempted to capture the sultan at Târgoviște during the night of 16–17 June 1462.
",['Târgoviște'],['17 June 1462'],Vlad_the_Impaler,military_action?,"[{'place_name': 'Târgoviște', 'input_name': 'Târgoviște', 'lat': 44.924444444444, 'lng': 25.457222222222, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]Vlad[MASK_1] attempted to capture the sultan at [GPE]Târgoviște[MASK_16] during the night of [DATE]16–17 June 1462[MASK_17].
"
